state,year,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
TAS,2021,6034.0,1.65,4769.0,5.7,62.7,355485.0,40.3,8.3,42.8,41.6,16367.0,17225.0,18654.0,19239.0,19912.0,17837.0,16198.0,11291.0,7768.0,7832.0,285835.0,5.0,5.5,5.8,5.2,5.4,6.9,6.8,6.3,5.7,14242.0,6.0,6.5,6.7,7.0,6.2,5.7,4.0,2.7,2.7,15622.0,16508.0,14750.0,15523.0,19599.0,19326.0,17942.0,15290.0,16636.0,17629.0,18381.0,18760.0,17118.0,15560.0,10542.0,6731.0,5106.0,281404.0,5.4,5.8,6.3,5.7,5.9,7.3,7.0,6.2,5.4,15193.0,5.9,6.3,6.5,6.7,6.1,5.5,3.7,2.4,1.8,16445.0,17761.0,15959.0,16564.0,20497.0,19699.0,17533.0,31657.0,33861.0,36283.0,37620.0,38672.0,34955.0,31758.0,21833.0,14499.0,12938.0,567239.0,5.2,5.7,6.0,5.4,5.7,7.1,6.9,6.3,5.6,29435.0,6.0,6.4,6.6,6.8,6.2,5.6,3.8,2.6,2.3,32067.0,34269.0,30709.0,32087.0,40096.0,39025.0,35475.0,18086.0,,,,,,,,,,,41.3,22.2,36.4,3208.0,63.3,5069.0,10604.0,89.7,58.6,17070.0,16787.0,33857.0,5263.0,2853.0,2375.0,1990.0,1790.0,2799.0,1928.0,51.2,3763.0,,,,247.0,11.0,0.2,26591.0,23609.0,88.8,2296.0,8.6,542.0,2.0,83.0,0.3,55.0,11825.0,0.6,98.8,65.4,8017.0,62.4,12844.0,,,,,,,5663.0,3133.0,2162.0,1647.0,1607.0,2575.0,26.7,23.4,25.0,34.6,10926.0,5986.0,4537.0,3637.0,3397.0,5374.0,,,,15482.0,54.6,11986.0,42.3,3299.0,16.0,1216.0,10.3,4522.0,21.9,1685.0,8.1,6511.0,31.5,13424.0,64.9,,,,,2809.0,13.6,20458.0,60.4,1622.0,68.1,2383.0,6801753.9,109.0,2577.0,919.0
TAS,2022,5506.0,1.59,5142.0,5.7,62.5,356671.0,40.5,8.4,43.0,41.8,16871.0,16733.0,18907.0,18877.0,20166.0,18199.0,16211.0,12275.0,7992.0,8045.0,287892.0,4.9,5.4,5.7,5.3,5.2,6.7,6.9,6.3,5.9,14181.0,5.8,6.6,6.6,7.0,6.3,5.6,4.3,2.8,2.8,15493.0,16392.0,15243.0,14946.0,19247.0,19914.0,18200.0,15849.0,16091.0,17993.0,17711.0,19185.0,17219.0,15445.0,11530.0,7066.0,5313.0,283159.0,5.3,5.8,6.2,5.8,5.7,7.0,7.1,6.4,5.6,15147.0,5.7,6.4,6.3,6.8,6.1,5.5,4.1,2.5,1.9,16326.0,17546.0,16436.0,16085.0,19947.0,20185.0,18085.0,32720.0,32824.0,36900.0,36588.0,39351.0,35418.0,31656.0,23805.0,15058.0,13358.0,571051.0,5.1,5.6,5.9,5.5,5.4,6.9,7.0,6.4,5.7,29328.0,5.7,6.5,6.4,6.9,6.2,5.5,4.2,2.6,2.3,31819.0,33938.0,31679.0,31031.0,39194.0,40099.0,36285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,2532.0,924.0
TAS,2023,5597.0,1.55,5073.0,5.7,62.3,356872.0,40.7,8.4,43.1,41.9,17134.0,16383.0,18875.0,18528.0,20297.0,18502.0,16300.0,13115.0,8165.0,8235.0,289124.0,4.8,5.3,5.6,5.4,5.1,6.5,7.0,6.4,5.9,13977.0,5.7,6.5,6.4,7.0,6.4,5.6,4.5,2.8,2.8,15236.0,16287.0,15682.0,14686.0,18844.0,20251.0,18627.0,16337.0,15766.0,17883.0,17353.0,19191.0,17350.0,15515.0,12278.0,7340.0,5586.0,284032.0,5.2,5.7,6.1,6.0,5.5,6.8,7.3,6.5,5.8,14908.0,5.6,6.3,6.1,6.8,6.1,5.5,4.3,2.6,2.0,16195.0,17295.0,17043.0,15703.0,19194.0,20664.0,18431.0,33471.0,32149.0,36758.0,35881.0,39488.0,35852.0,31815.0,25393.0,15505.0,13821.0,573738.0,5.0,5.5,5.9,5.7,5.3,6.6,7.1,6.5,5.8,28885.0,5.6,6.4,6.3,6.9,6.3,5.6,4.4,2.7,2.4,31431.0,33582.0,32725.0,30389.0,38038.0,40915.0,37058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,2356.0,827.0
TAS,2024,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,2207.0,756.0
VIC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27600.0,85.4,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,17.1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,19458.0,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28618.0,,,,,,,,,,,46.0,18.0,36.0,5591.0,65.4,8551.0,15062.0,85.9,52.6,,,,,,,,,,3257.0,56.5,5764.0,,,,783.0,3.0,0.3,40336.0,35320.0,87.6,3763.0,9.3,949.0,2.4,197.0,0.5,109.0,17543.0,1.0,96.5,61.3,11306.0,57.3,19738.0,,,,,,,,,,,,,,,,38.7,,,,,,,,,,18813.0,43.0,22551.0,51.6,4560.0,14.3,2484.0,14.2,6428.0,20.2,2607.0,8.2,9408.0,29.5,20129.0,63.1,,,,,5878.0,18.4,,,2781.0,69.6,3997.0,,,,
VIC,2018,78488.0,1.72,38231.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,2019,77220.0,1.64,43944.0,5.1,66.3,4332060.0,36.0,28.7,37.8,36.9,209349.0,219932.0,200748.0,197516.0,178988.0,157895.0,135298.0,96001.0,71755.0,83008.0,3300774.0,5.9,6.0,5.7,5.6,6.9,7.8,7.9,7.2,6.3,195022.0,6.7,6.1,6.0,5.4,4.8,4.1,2.9,2.2,2.5,198336.0,186987.0,184226.0,228814.0,258310.0,259846.0,238743.0,206163.0,210007.0,191805.0,187886.0,167543.0,145454.0,125976.0,86352.0,58287.0,51327.0,3236531.0,6.4,6.5,6.1,6.0,7.6,8.1,7.8,7.3,6.4,206129.0,6.5,5.9,5.8,5.2,4.5,3.9,2.7,1.8,1.6,209261.0,198157.0,194556.0,245693.0,261950.0,253989.0,235996.0,415512.0,429939.0,392553.0,385402.0,346531.0,303349.0,261274.0,182353.0,130042.0,134335.0,6537305.0,6.1,6.2,5.9,5.8,7.3,8.0,7.9,7.3,6.4,401151.0,6.6,6.0,5.9,5.3,4.6,4.0,2.8,2.0,2.1,407597.0,385144.0,378782.0,474507.0,520260.0,513835.0,474739.0,,30933.0,79.0,67.5,6459.0,9680.0,4908.0,5630.0,26920.0,44.7,55.3,,,,,,,,,,,,,,,,,,,,,,65.5,17.5,46.6,,,,,,,,,,,,,,,,,,,,,23.1,12000.0,8685.0,25717.0,46047.0,76.4,,,,,,,,,,,,,,,,,44.5,25603.0,65.5,,,,,,,,,,,,,,,,,10848.0,17.9,21317.0,35.4,,,,,,,,,520.0,17838.0,8160.0
VIC,2020,73543.0,1.55,41093.0,5.1,66.0,4365870.0,36.4,29.1,38.2,37.3,213034.0,219276.0,204913.0,200134.0,185876.0,163115.0,142468.0,100174.0,74315.0,84073.0,3341372.0,5.8,6.0,5.8,5.4,6.6,7.7,7.9,7.4,6.4,192226.0,6.6,6.1,6.0,5.6,4.9,4.3,3.0,2.2,2.5,199227.0,192458.0,181521.0,221289.0,256318.0,263622.0,247333.0,209348.0,210083.0,195684.0,189586.0,172421.0,149334.0,131200.0,90306.0,60919.0,52652.0,3273674.0,6.2,6.4,6.2,5.9,7.3,8.0,7.9,7.5,6.4,202936.0,6.4,6.0,5.8,5.3,4.6,4.0,2.8,1.9,1.6,210533.0,203240.0,192616.0,238531.0,262371.0,257653.0,244261.0,422382.0,429359.0,400597.0,389720.0,358297.0,312449.0,273668.0,190480.0,135234.0,136725.0,6615046.0,6.0,6.2,6.0,5.7,7.0,7.8,7.9,7.4,6.4,395162.0,6.5,6.1,5.9,5.4,4.7,4.1,2.9,2.0,2.1,409760.0,395698.0,374137.0,459820.0,518689.0,521275.0,491594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,16748.0,7198.0
VIC,2021,75363.0,1.52,42486.0,5.1,65.4,4282802.0,37.0,28.8,38.8,37.9,216784.0,212510.0,209130.0,196785.0,186920.0,164330.0,147137.0,104574.0,75756.0,85518.0,3310228.0,5.7,6.0,5.9,5.4,6.1,7.3,7.8,7.5,6.5,188390.0,6.4,6.3,5.9,5.6,5.0,4.4,3.2,2.3,2.6,198141.0,193745.0,178617.0,203094.0,240676.0,258724.0,249397.0,211582.0,205788.0,199667.0,187581.0,173732.0,150504.0,133355.0,94281.0,63044.0,54315.0,3237594.0,6.1,6.5,6.3,5.8,6.7,7.6,7.8,7.6,6.5,197636.0,6.4,6.2,5.8,5.4,4.6,4.1,2.9,1.9,1.7,209607.0,204687.0,188820.0,217862.0,247078.0,252120.0,245935.0,428366.0,418298.0,408797.0,384366.0,360652.0,314834.0,280492.0,198855.0,138800.0,139833.0,6547822.0,5.9,6.2,6.1,5.6,6.4,7.4,7.8,7.6,6.5,386026.0,6.4,6.2,5.9,5.5,4.8,4.3,3.0,2.1,2.1,407748.0,398432.0,367437.0,420956.0,487754.0,510844.0,495332.0,39682.0,,,,,,,,,,,47.0,19.1,33.9,7380.0,65.5,11267.0,22984.0,90.3,57.9,39038.0,39658.0,78696.0,12902.0,7165.0,5961.0,4072.0,3790.0,5148.0,5524.0,58.5,9443.0,,,,1109.0,4.0,0.2,57334.0,50888.0,88.8,4636.0,8.1,1339.0,2.3,378.0,0.7,92.0,25439.0,1.6,95.9,64.1,17309.0,62.0,27928.0,,,,,,,13325.0,7389.0,6326.0,4090.0,3790.0,4738.0,24.2,23.7,24.0,35.9,26227.0,14554.0,12287.0,8162.0,7580.0,9886.0,,,,27181.0,44.7,31496.0,51.8,7306.0,16.4,2451.0,9.6,8863.0,19.9,2993.0,6.7,12363.0,27.7,29859.0,67.0,,,,,5840.0,13.1,48156.0,61.2,4167.0,72.6,5739.0,22749624.8,444.0,14958.0,5678.0
VIC,2022,75189.0,1.51,47978.0,5.1,65.4,4336677.0,37.1,29.1,38.9,38.0,223617.0,208785.0,214450.0,195377.0,189443.0,167320.0,147082.0,112815.0,78021.0,86638.0,3352870.0,5.6,5.9,5.8,5.5,6.1,7.2,7.8,7.6,6.7,188366.0,6.2,6.4,5.8,5.7,5.0,4.4,3.4,2.3,2.6,198083.0,195796.0,185459.0,205854.0,240672.0,261424.0,253668.0,218830.0,202989.0,204050.0,185892.0,176753.0,152719.0,132273.0,101125.0,65266.0,55754.0,3277761.0,6.0,6.4,6.3,6.0,6.7,7.6,7.7,7.6,6.7,196918.0,6.2,6.2,5.7,5.4,4.7,4.0,3.1,2.0,1.7,209486.0,206292.0,195915.0,219852.0,249464.0,253599.0,250584.0,442447.0,411774.0,418500.0,381269.0,366196.0,320039.0,279355.0,213940.0,143287.0,142392.0,6630631.0,5.8,6.1,6.1,5.8,6.4,7.4,7.8,7.6,6.7,385284.0,6.2,6.3,5.8,5.5,4.8,4.2,3.2,2.2,2.1,407569.0,402088.0,381374.0,425706.0,490136.0,515023.0,504252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,14674.0,5552.0
VIC,2023,71889.0,1.49,45326.0,5.2,65.7,4480278.0,36.9,30.0,38.7,37.8,234154.0,209030.0,217735.0,195456.0,192342.0,170944.0,148991.0,120630.0,79695.0,88018.0,3445049.0,5.5,5.8,5.8,5.7,6.4,7.4,7.8,7.6,6.8,189885.0,6.1,6.3,5.7,5.6,5.0,4.3,3.5,2.3,2.6,198801.0,199241.0,195250.0,219400.0,253416.0,270377.0,261684.0,230326.0,203291.0,206574.0,185587.0,179940.0,155541.0,133032.0,107597.0,66947.0,57541.0,3370392.0,5.9,6.2,6.2,6.1,7.0,7.8,7.8,7.7,6.8,198024.0,6.0,6.1,5.5,5.3,4.6,3.9,3.2,2.0,1.7,210190.0,210086.0,206823.0,234777.0,262471.0,263536.0,258109.0,464480.0,412321.0,424309.0,381043.0,372282.0,326485.0,282023.0,228227.0,146642.0,145559.0,6816241.0,5.7,6.0,6.0,5.9,6.7,7.6,7.8,7.6,6.8,387909.0,6.0,6.2,5.6,5.5,4.8,4.1,3.3,2.2,2.1,408991.0,409327.0,402073.0,454177.0,515887.0,533913.0,519793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,13718.0,4872.0
VIC,2024,,,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6978719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,12989.0,4237.0
WA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45830.0,80.6,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,29.6,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,30877.0,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45048.0,,,,,,,,,,,36.5,15.1,48.4,6384.0,51.5,12386.0,18001.0,77.6,40.0,,,,,,,,,,3053.0,33.8,9033.0,,,,2618.0,29.0,3.0,59414.0,44655.0,75.2,7963.0,13.4,3492.0,5.9,1510.0,2.5,1796.0,23192.0,14.3,84.6,51.5,14137.0,44.7,31605.0,,,,,,,,,,,,,,,,48.5,,,,,,,,,,18554.0,28.6,42380.0,65.2,6219.0,12.3,5190.0,22.4,9543.0,18.9,4846.0,9.6,15384.0,30.4,28875.0,57.1,,,,,6249.0,12.3,,,3213.0,57.4,5595.0,,,,
WA,2018,33257.0,1.82,14652.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,2019,33539.0,1.78,15042.0,5.0,65.7,1748180.0,36.6,1.1,37.8,37.2,86734.0,90188.0,83825.0,82137.0,73617.0,63777.0,52425.0,36387.0,26360.0,28404.0,1328458.0,6.3,6.5,6.2,5.7,6.2,7.1,7.8,7.3,6.5,83773.0,6.8,6.3,6.2,5.5,4.8,3.9,2.7,2.0,2.1,85826.0,82269.0,75528.0,82029.0,94462.0,103272.0,97445.0,87272.0,91553.0,84110.0,81252.0,70705.0,60962.0,51267.0,33931.0,21943.0,17622.0,1331167.0,6.7,6.8,6.5,6.0,6.6,7.1,7.7,7.4,6.6,89404.0,6.9,6.3,6.1,5.3,4.6,3.9,2.5,1.6,1.3,89992.0,87103.0,79966.0,87415.0,94964.0,103024.0,98682.0,174006.0,181741.0,167935.0,163389.0,144322.0,124739.0,103692.0,70318.0,48303.0,46026.0,2659625.0,6.5,6.6,6.4,5.8,6.4,7.1,7.8,7.4,6.5,173177.0,6.8,6.3,6.1,5.4,4.7,3.9,2.6,1.8,1.7,175818.0,169372.0,155494.0,169444.0,189426.0,206296.0,196127.0,,52892.0,80.6,74.8,6963.0,9595.0,4988.0,12809.0,34380.0,34.5,65.5,,,,,,,,,,,,,,,,,,,,,,79.6,27.4,51.5,,,,,,,,,,,,,,,,,,,,,37.7,20732.0,12831.0,28490.0,62365.0,62.5,,,,,,,,,,,,,,,,,44.5,37866.0,57.8,,,,,,,,,,,,,,,,,34940.0,35.0,44567.0,44.7,,,,,,,,,347.0,10678.0,2975.0
WA,2020,32426.0,1.72,14993.0,4.9,65.4,1773866.0,37.0,1.1,38.2,37.6,88684.0,90547.0,85629.0,83651.0,76678.0,66736.0,56194.0,38259.0,27707.0,29430.0,1355781.0,6.2,6.4,6.3,5.6,6.1,6.9,7.7,7.5,6.5,83464.0,6.7,6.3,6.2,5.7,4.9,4.1,2.8,2.0,2.2,86648.0,85038.0,75958.0,82332.0,93749.0,103946.0,101131.0,88915.0,91636.0,86300.0,82861.0,73607.0,62877.0,54422.0,36115.0,23301.0,18775.0,1357131.0,6.5,6.7,6.6,6.0,6.5,7.0,7.6,7.5,6.6,88876.0,6.8,6.4,6.1,5.4,4.6,4.0,2.7,1.7,1.4,91227.0,89977.0,80793.0,87577.0,94571.0,103122.0,102179.0,177599.0,182183.0,171929.0,166512.0,150285.0,129613.0,110616.0,74374.0,51008.0,48205.0,2712912.0,6.4,6.6,6.5,5.8,6.3,6.9,7.6,7.5,6.5,172340.0,6.7,6.3,6.1,5.5,4.8,4.1,2.7,1.9,1.8,177875.0,175015.0,156751.0,169909.0,188320.0,207068.0,203310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0,10124.0,2760.0
WA,2021,34039.0,1.73,15891.0,4.8,65.0,1787608.0,37.5,1.1,38.6,38.0,91759.0,89410.0,88221.0,83775.0,78355.0,68771.0,59306.0,40211.0,28830.0,30540.0,1373048.0,6.0,6.4,6.3,5.6,5.9,6.7,7.6,7.6,6.7,82778.0,6.5,6.4,6.1,5.7,5.0,4.3,2.9,2.1,2.2,87381.0,86908.0,77023.0,80580.0,91703.0,103749.0,103748.0,91493.0,90830.0,89598.0,83629.0,75640.0,64480.0,57017.0,38252.0,24587.0,19926.0,1376317.0,6.4,6.7,6.7,5.9,6.2,6.8,7.4,7.6,6.6,87995.0,6.6,6.5,6.1,5.5,4.7,4.1,2.8,1.8,1.4,92535.0,92240.0,81775.0,85971.0,93254.0,102226.0,104869.0,183252.0,180240.0,177819.0,167404.0,153995.0,133251.0,116323.0,78463.0,53417.0,50466.0,2749365.0,6.2,6.5,6.5,5.8,6.1,6.7,7.5,7.6,6.7,170773.0,6.6,6.5,6.1,5.6,4.8,4.2,2.9,1.9,1.8,179916.0,179148.0,158798.0,166551.0,184957.0,205975.0,208617.0,52709.0,,,,,,,,,,,38.2,16.7,45.1,7666.0,53.1,14447.0,24181.0,83.9,45.9,58704.0,61302.0,120006.0,18784.0,10478.0,8897.0,6810.0,6075.0,7660.0,4556.0,37.1,12266.0,,,,3378.0,35.0,2.1,71585.0,56414.0,78.8,8257.0,11.5,3613.0,5.0,1781.0,2.5,1518.0,28815.0,13.9,84.9,54.7,18600.0,49.8,37357.0,,,,,,,19970.0,11227.0,9858.0,7409.0,6072.0,6766.0,25.1,24.5,24.8,45.3,38754.0,21705.0,18755.0,14219.0,12147.0,14426.0,,,,25815.0,33.5,47647.0,61.9,7340.0,12.2,4632.0,16.1,10988.0,18.2,5669.0,9.4,18072.0,30.0,35599.0,59.1,,,,,6004.0,10.0,75577.0,63.0,4304.0,61.1,7049.0,252663248.3,332.0,9280.0,2321.0
WA,2022,31460.0,1.69,17299.0,4.8,64.9,1812086.0,37.7,1.1,38.9,38.3,94983.0,88313.0,90666.0,83580.0,79943.0,70182.0,60020.0,43984.0,30020.0,31521.0,1393443.0,5.9,6.3,6.3,5.7,5.8,6.6,7.4,7.6,6.8,82616.0,6.3,6.5,6.0,5.7,5.0,4.3,3.2,2.2,2.3,87877.0,87892.0,80077.0,80379.0,91849.0,103386.0,106155.0,95115.0,89422.0,92090.0,83759.0,77397.0,65795.0,57042.0,41677.0,26028.0,20917.0,1398351.0,6.3,6.7,6.7,6.1,6.2,6.8,7.3,7.6,6.8,87509.0,6.4,6.6,6.0,5.5,4.7,4.1,3.0,1.9,1.5,93559.0,93069.0,85145.0,86120.0,94501.0,102435.0,106771.0,190098.0,177735.0,182756.0,167339.0,157340.0,135977.0,117062.0,85661.0,56048.0,52438.0,2791794.0,6.1,6.5,6.5,5.9,6.0,6.7,7.4,7.6,6.8,170125.0,6.4,6.5,6.0,5.6,4.9,4.2,3.1,2.0,1.9,181436.0,180961.0,165222.0,166499.0,186350.0,205821.0,212926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,9186.0,2320.0
WA,2023,32031.0,1.65,17475.0,4.9,65.3,1880771.0,37.5,1.1,38.7,38.1,99841.0,88840.0,92028.0,83853.0,81620.0,71790.0,61510.0,47513.0,30972.0,32661.0,1435976.0,5.7,6.2,6.2,5.9,5.9,6.8,7.5,7.7,7.0,82179.0,6.2,6.4,5.8,5.7,5.0,4.3,3.3,2.2,2.3,89219.0,89396.0,84440.0,84703.0,98012.0,107535.0,109864.0,100808.0,89780.0,93504.0,83931.0,79535.0,67274.0,57512.0,44961.0,26992.0,22160.0,1445251.0,6.0,6.6,6.5,6.2,6.3,7.1,7.4,7.7,7.0,86994.0,6.2,6.5,5.8,5.5,4.7,4.0,3.1,1.9,1.5,94733.0,94590.0,90099.0,91568.0,103016.0,107108.0,110686.0,200649.0,178620.0,185532.0,167784.0,161155.0,139064.0,119022.0,92474.0,57964.0,54821.0,2883762.0,5.9,6.4,6.4,6.1,6.1,7.0,7.4,7.7,7.0,169173.0,6.2,6.4,5.8,5.6,4.8,4.1,3.2,2.0,1.9,183952.0,183986.0,174539.0,176271.0,201028.0,214643.0,220550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,8712.0,2122.0
WA,2024,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,8236.0,1974.0
